word,hiragana,katakana,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
かなう,かなう,カナウ,4,2,1,1,3,3,3,3,4,4,3,4,4,3,3,4,4,4,4,1,1,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,5,5,3,2,3,3,3,2,3,3,3,3,4,4,3,4,2,4,2,4,3
気付く,きづく,キヅク,4,5,2,1,5,5,5,5,4,4,5,4,5,5,1,5,5,5,5,1,1,3,4,1,4,4,1,4,4,4,4,3,4,4,4,5,5,2,4,4,5,4,4,4,5,4,4,5,5,4,4,5,3,5,3,4,4
里,さと,サト,4,2,4,4,3,3,3,5,4,3,4,4,5,5,4,5,5,4,5,3,3,4,3,2,5,4,1,3,3,4,3,3,2,3,2,3,5,2,3,3,3,3,3,4,3,3,3,3,4,5,1,4,4,4,4,3,3
よーし,よーし,ヨーシ,4,1,1,1,1,1,1,4,4,4,1,2,1,1,1,4,5,4,3,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1,3,4
代,だい,ダイ,4,5,5,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,4,4,4,5,3,2,4,4,1,4,4,4,4,4,4,4,3,4,3,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,4,5,4,5
シ,シ,シ,4,1,3,1,1,1,1,1,4,2,1,4,3,3,1,3,3,5,4,3,3,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,4,2,5
悪,あく,アク,4,3,4,5,3,3,3,1,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,3,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
五,ご,ゴ,4,5,5,5,5,5,4,3,4,5,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,5,3,4,4,4,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,4
銀,ぎん,ギン,4,3,4,4,3,4,3,3,5,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,3,1,3,3,4,3,4,4,4,3,3,5,3,3,3,4,3,3,3,3,3,3,4,4,5,1,4,4,3,4,3,3
なのに,なのに,ナノニ,4,1,1,1,3,1,1,1,4,1,1,3,1,1,1,1,1,1,5,1,1,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,4,1
んじゃ,んじゃ,ンジャ,4,1,1,1,2,1,1,1,4,3,1,2,1,1,1,4,4,4,4,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,1,1,3,3
近づく,ちかづく,チカヅク,4,1,2,1,1,1,3,4,5,5,1,5,1,1,5,5,5,4,5,1,1,3,5,1,5,5,4,5,5,5,4,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,1,3,4,4
逮捕,たいほ,タイホ,4,2,4,3,3,4,4,5,5,5,5,4,3,3,4,3,3,3,3,5,5,4,3,3,4,3,1,4,4,3,4,4,3,3,3,1,4,1,3,2,4,5,3,3,3,3,4,4,3,5,1,4,4,3,4,3,3
お世話,おせわ,オセワ,4,1,1,1,1,1,4,3,4,1,1,3,1,1,1,1,1,1,4,1,1,4,4,1,2,3,3,4,3,3,4,2,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,3,3
二度と,にどと,ニドト,4,1,1,1,1,1,1,4,5,1,1,4,1,1,1,1,1,1,4,1,1,3,4,1,4,4,3,4,4,4,4,3,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,3,1
フフ,フフ,フフ,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,5,5,4,3,2,2,1,1,1,1,5,4,5,5,4,5,1,3,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,1,2,2
どおり,どおり,ドオリ,4,1,3,1,1,1,3,1,4,5,1,4,1,1,1,5,5,5,3,4,4,4,1,1,1,4,1,4,4,3,4,4,3,4,3,2,3,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,3,2,3
嬉しい,うれしい,ウレシイ,4,5,1,1,5,5,5,5,4,4,5,4,5,5,4,4,4,4,5,1,1,4,5,1,4,5,5,4,4,5,4,4,5,4,5,5,4,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,2,5,5
やれる,やれる,ヤレル,4,1,1,1,1,1,1,4,4,4,1,4,1,1,1,4,4,4,4,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,1,1,4,4
兄貴,あにき,アニキ,4,4,1,3,3,3,2,4,5,5,5,4,5,4,4,5,5,4,4,4,4,2,5,1,4,4,4,4,4,4,5,1,3,3,3,3,4,2,3,2,3,3,3,2,3,3,3,3,4,4,1,4,3,4,2,2,3
伝説,でんせつ,デンセツ,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,5,3,3,4,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
歩,ほ,ホ,4,4,4,5,2,4,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,4,4,2,4,4,1,3,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
とっても,とっても,トッテモ,4,1,1,1,4,1,4,4,4,4,1,3,1,1,1,4,4,4,4,3,3,4,5,1,4,4,4,4,4,4,4,3,4,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,1,2,3,4
テレビ,テレビ,テレビ,4,5,5,1,5,5,5,4,5,5,1,4,1,1,4,4,4,4,4,4,4,5,1,5,4,4,4,4,4,4,5,5,4,3,4,3,4,5,5,4,5,4,4,4,5,5,5,5,3,5,1,4,5,4,5,5,5
しんのすけ,しんのすけ,シンノスケ,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1
盗む,ぬすむ,ヌスム,4,3,1,1,4,3,3,4,5,5,5,4,4,4,4,4,4,4,3,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,4,3,3,3,3,3,3,3,4,5,4,4,2,4,3,4,3
大きく,-,-,4,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,5,1
アイツ,アイツ,アイツ,4,1,1,1,1,1,1,4,3,3,1,3,1,1,1,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,1,1,3,3
ワン,ワン,ワン,4,5,4,1,3,4,4,1,4,5,1,3,1,1,4,5,5,5,2,4,4,4,1,5,1,4,1,3,3,3,3,2,2,3,2,2,4,1,5,5,4,4,4,4,4,4,4,5,4,4,1,4,4,4,4,4,4
愛す,あいす,アイス,4,1,1,1,4,1,3,4,5,4,1,4,1,1,1,3,3,3,5,1,1,2,5,1,3,1,4,2,2,2,2,2,1,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,5,4,4,2,1,4,4,4
まいる,まいる,マイル,4,4,1,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,5,4,4,4,4,4,5,3,3,5,4,2,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,1,4,2,4,5
参る,まいる,マイル,4,4,1,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,5,4,4,4,4,4,5,3,4,4,4,4,4,5,5,5,5,4,5,5,4,4,4,4,4,4,3,4,1,4,2,4,4
プレゼント,プレゼント,プレゼント,4,4,3,1,4,4,5,4,4,4,1,3,1,1,3,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,2,4,3,3,3,3,3,3,5,4,4,5,4,4,4,3,4,4
ける,ける,ケル,4,3,1,1,4,3,3,4,4,3,4,4,4,4,4,2,3,3,4,1,1,3,4,1,4,4,1,3,3,4,3,3,2,3,2,3,4,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,4,2
ないで,ないで,ナイデ,4,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,1,4,3,4,4,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1
ポイント,ポイント,ポイント,4,4,4,1,5,5,5,4,5,5,1,3,1,1,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,4,5,4,5,4,4,5,5
ダメージ,ダメージ,ダメージ,4,3,3,1,3,3,4,3,3,3,1,2,1,1,3,4,4,3,4,3,3,3,4,1,2,4,1,3,4,4,2,2,4,5,3,4,4,5,2,2,2,2,2,2,2,2,2,4,5,3,5,4,4,4,4,4,4
界,かい,カイ,4,4,5,4,1,4,4,4,4,4,4,4,5,4,4,5,5,4,3,4,4,4,3,3,4,4,5,3,3,4,3,4,3,3,2,2,3,5,4,4,4,4,4,4,4,5,4,4,4,4,1,4,4,4,5,5,4
たまる,たまる,タマル,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,3,5,4,4,4,4,4,4,4,2,4,2,3,4
ゼロ,ゼロ,ゼロ,4,5,4,1,4,4,4,1,4,1,1,3,1,1,4,1,1,1,4,4,4,4,1,4,1,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,5,5,4,1,4,4,4,4,4,4
ウチ,ウチ,ウチ,4,1,1,1,1,2,1,1,4,4,1,3,1,1,1,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,1,1,4,3
回想,かいそう,カイソウ,4,1,3,3,2,3,2,4,2,2,2,3,2,2,3,2,2,3,3,1,1,3,3,1,3,2,1,3,3,2,3,3,2,2,2,3,4,1,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2
考え,かんがえ,カンガエ,4,4,5,1,5,5,5,1,5,5,5,5,4,4,1,4,4,4,4,5,5,5,4,1,1,4,4,5,5,4,5,5,5,5,5,5,4,1,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5
ありがと,ありがと,アリガト,4,1,1,1,2,1,1,4,4,4,1,2,1,1,1,4,4,5,4,4,4,2,5,1,2,4,5,5,5,5,5,1,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,1,3,3
しゃべる,しゃべる,シャベル,4,5,1,1,4,4,4,3,4,4,4,4,5,4,4,5,5,4,3,1,1,2,4,1,3,4,5,5,4,4,5,4,3,4,4,3,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,4,2,5,2,4,4
教授,きょうじゅ,キョウジュ,4,4,5,4,4,4,4,5,4,4,4,4,2,3,4,2,2,3,3,4,4,4,2,5,4,3,1,4,3,3,4,4,3,3,3,2,4,1,4,4,4,4,4,4,4,5,4,4,3,4,1,4,4,3,5,3,4
すっごい,すっごい,スッゴイ,4,1,1,1,3,1,2,1,4,4,1,2,1,1,1,4,4,5,4,1,1,2,5,1,1,4,4,4,4,4,4,1,2,4,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,1,3,4
七,なな,ナナ,4,5,4,5,5,5,3,3,4,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,1,3,4,4,3,5,4,3,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,3,5,4,5,5,4,4
間に合う,まにあう,マニアウ,4,4,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,1,4,4,4,5,5,4,4,3,4,4,4,4,4,2,4,3,4,3,3,3,4,3,3,4,4,4,3,4,3,4,2,3,4
ゴー,ゴー,ゴー,4,4,3,1,3,3,3,4,3,4,1,1,1,1,2,3,3,3,2,3,3,3,1,4,3,1,1,3,3,3,4,1,2,3,2,1,4,4,3,3,2,3,3,2,3,3,3,3,3,3,1,3,3,3,2,2,3
たとえ,たとえ,タトエ,4,3,3,3,3,2,3,2,4,4,2,4,2,3,5,4,4,4,4,4,4,4,1,2,2,4,5,4,5,4,4,5,5,5,4,4,4,5,2,3,2,2,2,2,2,2,2,3,2,4,4,4,4,3,3,3,3
それとも,それとも,ソレトモ,4,1,1,1,1,1,1,4,4,1,1,5,1,1,1,1,1,1,5,1,1,4,5,2,4,4,4,4,5,5,4,4,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,2,4,1
悪魔,あくま,アクマ,4,3,3,4,4,3,3,4,4,4,4,4,5,4,4,5,5,4,4,5,5,3,4,3,4,4,3,4,4,4,4,4,4,4,4,5,4,2,2,1,2,2,2,2,2,2,2,4,4,4,5,4,4,4,4,4,4
遊び,あそび,アソビ,4,4,3,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,4,1,4,4,4,4,4,4,4,4,4,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
ずいぶん,ずいぶん,ズイブン,4,5,1,5,4,4,4,5,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,1,5,4,5,4,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,3,5,1,3,4
こうして,こうして,コウシテ,4,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,5,1,1,4,5,5,1,5,5,4,4,4,4,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3,3,1
この世,このよ,コノヨ,4,1,2,1,1,1,3,4,4,4,1,4,1,1,4,5,5,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,1,3,3,4
クソ,クソ,クソ,4,1,1,1,1,1,1,1,5,5,1,2,1,1,3,5,5,4,3,5,5,1,1,1,1,4,3,4,4,4,5,2,3,4,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,1,1,3,3
による,による,ニヨル,4,1,1,1,5,1,1,5,4,1,1,5,1,1,1,1,1,1,4,1,1,5,1,5,5,4,4,4,5,5,4,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,5,5,1
メール,メール,メール,4,5,4,1,5,5,5,5,5,5,1,3,1,1,3,4,4,5,4,5,5,5,1,4,3,4,5,4,4,4,4,4,3,3,4,3,4,5,4,4,5,4,4,3,5,4,4,5,4,5,5,4,5,4,4,4,4
郎,ろう,ロウ,4,1,3,5,1,2,1,2,4,2,2,5,3,3,2,3,3,3,4,3,2,3,1,1,3,2,4,2,2,4,2,1,2,3,3,2,4,1,2,2,1,2,2,2,2,5,2,2,1,4,1,3,3,1,5,3,2
勝ち,かち,カチ,4,4,4,1,3,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,1,3,4,4,4,4,4
ケンカ,ケンカ,ケンカ,4,1,1,1,1,1,1,1,5,5,1,3,1,1,1,4,4,4,4,4,4,2,1,1,1,4,1,4,4,4,5,2,2,4,3,2,4,5,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,1,2,2,3
ケガ,ケガ,ケガ,4,1,2,1,1,1,1,1,5,5,1,2,1,1,1,4,5,4,3,4,4,2,1,1,1,4,3,4,4,4,4,2,2,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,5,1,3,3,1,2,3,3
戦闘,せんとう,セントウ,4,3,5,3,3,4,3,3,4,4,4,4,5,3,4,5,5,3,4,4,4,4,3,4,4,4,1,3,4,4,3,3,4,5,3,4,4,1,2,2,2,2,2,2,2,2,2,4,5,4,5,5,4,4,5,4,3
翔,-,-,4,1,3,3,2,1,2,4,4,1,1,3,1,1,1,2,2,4,4,1,1,2,3,2,2,2,1,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,4,2,2
答え,こたえ,コタエ,4,4,4,1,5,4,4,1,5,5,5,4,4,4,1,4,4,4,5,5,5,5,4,1,1,4,4,4,5,4,4,5,5,4,5,5,4,2,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,5,3,4,5
間違う,まちがう,マチガウ,4,4,1,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,5,5,4,5,4,4,4,5,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,4,4
仮面,かめん,カメン,4,2,4,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,2,3,4,3,4,4,1,2,1,2,2,2,2,2,2,2,4,4,4,5,4,3,4,4,4,3
何度も,なんども,ナンドモ,4,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,4,4,5,4,4,4,4,4,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1
子供たち,こどもたち,コドモタチ,4,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,3,4,4,3,4,4,3,4,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1
君たち,きみたち,キミタチ,4,1,1,1,1,1,1,4,5,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,4,4,4,4,4,4,5,3,3,4,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,2,1
速い,はやい,ハヤイ,4,1,3,1,1,1,3,4,4,4,1,4,1,1,1,5,5,4,4,1,1,3,5,1,4,4,3,4,4,4,4,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,4,4,4
竜,りゅう,リュウ,4,2,4,4,3,4,3,3,4,4,3,5,4,4,3,4,4,4,3,3,3,3,2,2,4,3,1,3,3,3,3,3,3,4,2,3,4,3,2,2,2,2,2,3,2,2,2,4,5,4,3,4,4,4,4,4,4
タイプ,タイプ,タイプ,4,5,4,1,5,5,5,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,5,5,4,5,5,4,4,5,4,5,4,4,5,5
データ,データ,データ,4,5,5,1,5,5,5,4,4,4,1,3,1,1,4,4,4,4,4,4,4,5,1,4,3,4,1,4,4,4,4,5,4,4,4,3,4,5,5,5,4,4,5,5,4,4,4,5,3,4,5,4,5,4,5,5,5
通信,つうしん,ツウシン,4,4,5,3,4,5,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,5,2,4,4,4,1,3,3,3,3,3,3,4,3,3,4,1,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,3,5,4,4
そしたら,そしたら,ソシタラ,4,1,1,1,1,1,1,4,4,1,1,3,1,1,1,1,1,1,4,1,1,3,5,1,3,4,4,5,5,4,5,3,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1
之,これ,コレ,4,2,4,5,1,1,5,4,4,3,1,4,1,1,3,3,3,3,4,5,2,3,2,2,4,5,5,2,2,3,3,3,5,5,5,3,4,5,1,2,1,1,1,1,1,1,1,1,1,5,5,4,3,1,4,3,2
人々,ひとびと,ヒトビト,4,3,5,1,5,5,5,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,1,2,5,4,4,4,4,4,4,5,4,5,4,4,4,2,5,4,5,5,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5
決して,けっして,ケッシテ,4,3,3,1,5,4,4,1,4,4,4,5,4,4,5,4,4,4,5,5,5,4,4,1,1,4,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,3,4,4
太い,ふとい,フトイ,4,4,2,1,4,4,3,5,3,3,3,4,3,4,4,3,3,4,4,1,1,2,4,1,5,3,1,3,4,4,3,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4
手札,てふだ,テフダ,4,3,1,1,1,1,2,1,1,2,1,1,3,1,2,3,3,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,2,2,5,3
パン,パン,パン,4,5,4,1,4,4,4,4,4,5,1,4,1,2,4,5,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,5,4,4,4,4,5,4,4,1,4,4,4,4,4,4
へっ,へっ,ヘッ,4,1,1,1,2,1,1,1,4,4,1,3,1,1,1,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,4,3
付き合う,つきあう,ツキアウ,4,4,1,1,4,4,4,5,4,4,4,3,4,5,4,4,4,4,5,1,1,2,5,1,4,4,5,4,4,5,4,4,4,4,5,5,5,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,3,5,3,4,4
室,しつ,シツ,4,5,5,5,1,5,4,4,5,5,5,5,4,5,5,4,4,5,4,5,5,5,4,1,4,4,3,4,4,4,4,3,4,4,4,4,1,2,4,4,4,5,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4
お客さん,おきゃくさん,オキャクサン,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,4,5,5,4,5,5,4,4,4,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1
致す,いたす,イタス,4,5,1,1,5,5,5,5,2,3,4,4,4,4,5,3,3,3,4,1,1,2,5,1,5,4,1,4,3,4,4,2,3,3,3,3,3,5,5,5,5,4,5,5,5,4,5,5,5,2,4,4,1,5,2,4,4
あんなに,あんなに,アンナニ,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,3,5,1,4,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1
やばい,やばい,ヤバイ,4,5,1,1,4,3,3,5,3,4,5,2,5,4,3,5,5,4,4,1,1,3,1,1,3,4,4,4,4,4,4,2,4,4,4,3,4,1,3,3,4,3,4,3,3,5,4,4,4,3,1,3,4,5,1,5,5
そうね,そうね,ソウネ,4,1,1,1,1,1,1,5,5,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,4,4,1,4,4,4,4,2,4,4,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,4,1
父ちゃん,とうちゃん,トウチャン,4,1,1,1,2,1,1,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,4,1,1,3,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2
いかが,いかが,イカガ,4,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,5,4,4,5,4,4,4,5,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,2,4,5
なれば,なれば,ナレバ,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1
出せる,-,-,4,1,2,1,4,1,1,1,4,4,1,4,1,1,1,4,4,4,4,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,3,4,4
くそ,くそ,クソ,4,4,1,1,2,2,2,5,4,4,4,3,5,4,3,5,5,4,4,5,5,1,1,1,4,4,4,4,4,5,4,1,4,4,4,3,4,5,1,1,1,1,1,1,1,1,1,2,1,4,3,3,4,1,1,3,3
超える,こえる,コエル,4,1,4,1,1,1,4,4,4,4,1,4,1,1,1,5,5,4,4,1,1,4,4,1,4,4,4,4,4,4,4,5,4,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,5
現在,げんざい,ゲンザイ,4,4,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,5,4,1,4,4,5,4,5,4,5,4,5,4,1,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5
って言う,っていう,ッテイウ,4,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,5,1,1,4,5,1,1,4,4,4,4,4,4,2,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,5,1
やってくる,やってくる,ヤッテクル,4,1,1,1,1,1,1,5,4,1,1,5,1,1,1,1,1,1,4,1,1,3,4,1,5,3,4,4,5,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3,4,1
離す,はなす,ハナス,4,1,1,1,4,4,2,4,4,4,1,4,1,1,4,4,5,4,5,1,1,2,5,1,4,4,4,5,5,4,5,4,5,4,5,5,4,4,1,1,1,1,1,1,1,1,1,3,1,4,3,4,2,1,2,4,4
一気に,いっきに,イッキニ,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,5,1,1,4,5,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,3,4,1
