word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
花粉,かふん,カフン,2,3,3,4,3,4,3,3,4,3,4,2,4,3,4,2,2,2,3,3,3,2,2,2,2,1,2,3,2,2,3,3,2,2,2,3,3,1,1,2,1,2,1,2,1,2,1,2,1,1,3,1,3,2,4,3,3,4,3,3,3,4,2,2,1,2,3,2,2,3
舷,げん,ゲン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,1,4,3,1,2,1,1,2,1,1,2,2,1,1,2,1,3,2,2,1,2,2,3,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,2
番頭,ばんとう,バントウ,2,2,3,2,3,4,3,3,3,2,2,4,2,3,2,2,3,4,2,3,1,3,1,1,1,4,1,2,3,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,2,1
令嬢,れいじょう,レイジョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,2,2,2,3,2,2,3,2,2,2,4,2,2,1,2,1,3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,2,3,1,1
しげ,しげ,シゲ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,3,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
高騰,こうとう,コウトウ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,2,3,3,1,1,2,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2
変革,へんかく,ヘンカク,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,2,3,2,2,3,3,2,2,2,2,3,1,1,2,2,1,2,2,2,2,3,2,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3
ユウ,ユウ,ユウ,2,4,4,3,3,4,3,3,3,4,4,3,3,4,4,1,3,1,1,3,1,1,3,3,1,2,4,4,1,2,2,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,4,1,3,1,3,2,1,2,1
いただく,いただく,イタダク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5
近畿大学,きんきだいがく,キンキダイガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
生活協同組合,せいかつきょうどうくみあい,セイカツキョウドウクミアイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
物品,ぶっぴん,ブッピン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,3,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2
二本松,にほんまつ,ニホンマツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
両立,りょうりつ,リョウリツ,2,2,2,3,3,4,4,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,3,2,2,2,3,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,3,2,3
頬,ほお,ホオ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,4,3,4,3,3,3,5,3,3,5,3,3,3,5,3,3,3,4,1,5,3,4,3,4,3,3,2,3,3,5,5,3,4,2,2,3,2,2,2,2,4,4,3,5,3,3,5,3,5,2,3
彌,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
世俗,せぞく,セゾク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1
きっと,きっと,キット,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,1,1,4,5,5,5,1,5,1,1,5,5,5,5,5,5,5,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,4
蔵人,くろうど,クロウド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,3,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
祭壇,さいだん,サイダン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,1,2,2,2,3,2,1,3,2,2,1,3,2,2,2,2,1,3,2,1,2,2,2,1,3,2,4,2,2,2,1,4,2,2,4,3,5,4,4,4,2,3,2,1,3,2,3,2,2
別当,べっとう,ベットウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
トロフィー,トロフィー,トロフィー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,2,3,2,1,1,3,1,2,1,2,1,1,2,1,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,2
毛沢東,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
故意,こい,コイ,2,2,2,2,3,4,3,3,3,2,3,2,3,2,2,2,2,4,3,3,3,2,2,3,3,3,2,1,3,2,2,2,2,3,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2
吉見,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
お母さん,おかあさん,オカアサン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,4,1,1,1,1,1,1,5,1,1,4,5,2,4,4,1,5,5,5,5,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,4,1
綺麗,きれい,キレイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,4,4,2,3,1,4,1,1,5,3,3,4,5,4,4,4,5,1,3,4,5,3,4,4,3,3,4,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,5,5
俊輔,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
連打,れんだ,レンダ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,2,3,1,3
西北,せいほく,セイホク,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
早くから,はやくから,ハヤクカラ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
大麻,たいま,タイマ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,4,4,4,2,1,1,2,1,1,1,1,3,3,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3,1,2,4
パワフル,パワフル,パワフル,2,3,3,3,3,4,3,3,3,3,2,3,3,2,3,2,2,1,2,2,3,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2
コンコース,コンコース,コンコース,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
同位,どうい,ドウイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,4,2,2,2,2,1,1,1,1,1,2,1,1
モットー,モットー,モットー,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,3,2,1,3,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2
軽自動車,けいじどうしゃ,ケイジドウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2
細工,さいく,サイク,2,3,3,3,3,4,3,3,3,3,3,4,3,2,4,2,3,4,1,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,1,3,3,1,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,4,3,1,3,2,4,2,2
奮戦,ふんせん,フンセン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,1,2,1,1
君臨,くんりん,クンリン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,1,2,3,1,2,2,2,2,3,3,3,2,3,3,1,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2
万里,ばんり,バンリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,3,2,2,3,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,1,3,2,1,1,1
ファイターズ,ふぁいたーず,ファイターズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
貧乏,びんぼう,ビンボウ,2,3,4,2,3,4,4,3,3,3,4,3,2,3,3,2,3,4,2,3,3,4,3,4,4,3,3,4,4,3,4,4,2,3,3,3,2,1,3,3,1,4,3,3,4,4,3,3,2,2,3,1,3,2,4,3,3,4,3,3,4,3,3,3,1,3,3,3,4,3
港町,みなとまち,ミナトマチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1
廃藩置県,はいはんちけん,ハイハンチケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
退去,たいきょ,タイキョ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,2,2,1,2,2,2,1,2,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2
埋立,うめたて,ウメタテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
丙,へい,ヘイ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,1,2,2,2,1,1,1,4,4,2,4,3,2,4,4,3,1,2,2,2,1,1,1,3,1,3,2,2,4,2,1,3,2,1,2,4,2,2,2,2,2,2,2,4,2,2,1,1,4,2,2,1,3,2
阿弥陀如来,あみだにょらい,アミダニョライ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
殺到,さっとう,サットウ,2,2,2,2,3,4,3,3,3,3,2,2,3,3,2,2,2,3,1,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,3,2,1,3,3,2,2,3,3,2,2,3,2,1,2,1,2,2,2,2,2,2,2,3,3,2,1,3,3,3,2,2
居留,きょりゅう,キョリュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
アッパー,アッパー,アッパー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,2,1,1,1,2,2,1,1,1,1,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,3
石野,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
右派,うは,ウハ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,1,3,3,2,3,3,3,1,1,1,2,3,1,2,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
オホーツク,おほーつく,オホーツク,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1
山科,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
カブス,カブス,カブス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
第一人者,だいいちにんしゃ,ダイイチニンシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
持ち合わせる,もちあわせる,モチアワセル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,2,2,2,2,3,2,3,3,3,2,3,1,1,1,3,1,2,2,4,2,3,2,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,3,1,2
寺内,じない,ジナイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
太る,ふとる,フトル,2,4,5,3,3,4,4,4,3,5,4,5,3,4,4,1,4,1,4,4,4,3,4,4,4,3,3,4,4,3,3,4,3,1,1,2,3,1,4,3,1,4,3,3,4,3,3,3,3,3,4,2,4,3,4,4,4,4,4,5,5,4,3,4,1,3,2,3,4,3
互角,ごかく,ゴカク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,2,3,3,2,3,2,2,3,4,2,3,2,2,2,1,1,2,3,1,2,3,3,2,1,2,3,2,3,3,1,1,1,2,1,1,1,1,1,1,2,3,2,1,2,1,3,1,1
笠松,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
伝播,でんぱ,デンパ,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2
下川,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ベオグラード,ベオグラード,ベオグラード,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
触手,しょくしゅ,ショクシュ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,2,3,3,3,2,3,1,2,1,5,1,2,2,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,4,2,1,3,2,3,2,2
脆弱,ぜいじゃく,ゼイジャク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2
碑文,ひぶん,ヒブン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
末広,すえひろ,スエヒロ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
参与,さんよ,サンヨ,2,2,1,2,4,4,3,3,3,2,2,2,3,3,2,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,4,2,1,2,1,1,1,4,2,3,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ウィキペディア,ウィキペディア,ウィキペディア,2,2,2,2,4,4,3,3,3,3,2,2,3,3,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2
荒尾,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
盛り上がる,もりあがる,モリアガル,2,4,4,4,4,4,4,5,3,4,3,4,4,4,4,1,4,1,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,1,1,3,4,1,3,4,3,4,4,4,4,3,4,4,4,4,4,2,4,3,4,5,3,4,4,4,4,4,4,4,3,4,3,4,4,4
従える,したがえる,シタガエル,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,1,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,2,3,2,4,3,1,3,2,2
乗じる,じょうじる,ジョウジル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
終末,しゅうまつ,シュウマツ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1,2,3,3,2,2,1,2,2,1,1,2,2,1,3,2,3,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2
磨く,みがく,ミガク,2,4,4,4,3,5,4,3,3,5,4,4,2,4,4,1,4,1,4,3,4,3,3,3,3,3,4,3,3,4,4,4,3,1,1,2,4,1,3,3,4,4,4,3,3,4,3,4,3,4,3,2,3,2,4,3,3,3,4,3,3,3,4,3,3,3,2,4,3,4
真壁,しんかべ,シンカベ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,2,1,1,2,1,1,1,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
果たせる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,3,1,2,1,1,1,3,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,2
中流,ちゅうりゅう,チュウリュウ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,3,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,3,4,3,3,3,1,2,1,1,2,2,1,1,1
スルー,スルー,スルー,2,3,4,3,4,4,3,4,4,3,4,3,3,4,3,2,2,1,1,2,3,2,2,3,1,1,2,1,2,3,3,3,3,2,2,2,1,2,1,3,3,2,3,3,2,2,3,2,3,3,4,4,2,3,2,2,2,2,2,2,2,4,4,2,1,2,3,4,3,3
著述,ちょじゅつ,チョジュツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
メソッド,メソッド,メソッド,2,2,2,2,4,4,3,3,3,2,2,2,3,3,2,2,1,1,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,4,2,3,3,2,3,3,3,3,1,1,1,2,2,1,2,2
