term,reading_frequency
二人して,9780
元凶,9781
喪失,9782
ハンバーグ,9783
胸中,9784
ほどく,9785
虹,9786
精いっぱい,9787
ヒト,9788
なぞ,9789
背もたれ,9790
なにもかも,9791
カエル,9792
気がない,9793
気がかり,9794
ちい,9795
とかなんとか,9796
ワタシ,9797
むき出し,9798
ほどほど,9799
もらす,9800
芝生,9801
常連,9802
疲弊,9803
十時,9804
お祈り,9805
水滴,9806
ふむふむ,9807
戦況,9808
オレンジ色,9809
全い,9810
埋め込む,9811
容器,9812
張,9813
いやでも,9814
大国,9815
禍々しい,9816
簡素,9817
腕時計,9818
義母,9819
侵略,9820
だけでいい,9821
一理,9822
踏ん張る,9823
突き破る,9824
真横,9825
さあて,9826
無線,9827
矢先,9828
言葉を選ぶ,9829
目を奪う,9830
爆破,9831
行き着く,9832
黄,9833
狙撃,9834
たん,9835
身を寄せる,9836
温か,9837
西洋,9838
情け,9839
賢者,9840
マッサージ,9841
先刻,9842
助け出す,9843
数多,9844
昨年,9845
見返り,9846
逸れる,9847
幼女,9848
露わ,9849
気が引ける,9850
黒幕,9851
慣れ,9852
真逆,9853
可能な限り,9854
混む,9855
上達,9856
婿,9857
更なる,9858
六時,9859
奇遇,9860
身柄,9861
釘,9862
二十五,9863
山々,9864
プリン,9865
無垢,9866
撒き散らす,9867
やり遂げる,9868
目に映る,9869
押し返す,9870
艦,9871
歪,9872
胸の内,9873
奥底,9874
乗っかる,9875
鮮血,9876
大差,9877
長居,9878
せめてもの,9879
札,9880
ナンパ,9881
フリ,9882
もたれる,9883
こった,9884
ひとつひとつ,9885
よぶ,9886
なんとしても,9887
建前,9888
かなえる,9889
どきどき,9890
やっかい,9891
噛みつく,9892
スッと,9893
馴染み,9894
ご用,9895
よけい,9896
コト,9897
ふたりとも,9898
数ヶ月,9899
さみしい,9900
たって,9901
その為,9902
編成,9903
絡まる,9904
八月,9905
染み,9906
張本人,9907
奢る,9908
仕込み,9909
圧,9910
休み時間,9911
目を背ける,9912
雄叫び,9913
思い込み,9914
息子さん,9915
救い出す,9916
作動,9917
号令,9918
因果,9919
飛,9920
射程,9921
精鋭,9922
陥れる,9923
滅亡,9924
雄,9925
愛液,9926
気分転換,9927
諸,9928
手が届く,9929
満喫,9930
びっしり,9931
酷,9932
高み,9933
鋼鉄,9934
達人,9935
ふれる,9936
引っ掛かる,9937
蒼白,9938
画,9939
うねる,9940
中枢,9941
尚更,9942
賑わう,9943
あたたかい,9944
飼い主,9945
二分,9946
被せる,9947
心苦しい,9948
ポスター,9949
はぐれる,9950
トーン,9951
議員,9952
走り続ける,9953
互角,9954
従順,9955
１個,9956
煮る,9957
ジャージ,9958
押しつぶす,9959
非常識,9960
膣内,9961
強盗,9962
霞む,9963
ハードル,9964
斜面,9965
ウッ,9966
今日中に,9967
邪,9968
外壁,9969
抑え込む,9970
茶化す,9971
股,9972
寝そべる,9973
飛び出る,9974
小川,9975
二月,9976
身を任せる,9977
ぽつん,9978
望むところ,9979
あむ,9980
途方もない,9981
ぶっきらぼう,9982
殴りつける,9983
のばす,9984
荒野,9985
イタズラ,9986
ではなさそう,9987
弱み,9988
ほん,9989
首をひねる,9990
気をつけ,9991
引きつける,9992
くち,9993
だまる,9994
ブツブツ,9995
またもや,9996
ごちそう,9997
まなざし,9998
はぐらかす,9999
かます,10000
畳,10001
文面,10002
報いる,10003
切り落とす,10004
主婦,10005
憤怒,10006
ぶっ殺す,10007
次いで,10008
腹が減る,10009
砲撃,10010
悪寒,10011
釘付け,10012
我が子,10013
作法,10014
話を振る,10015
鎮める,10016
血の気,10017
遺伝子,10018
何倍も,10019
修羅場,10020
静まる,10021
艶やか,10022
光線,10023
戦闘力,10024
揺らめく,10025
不用意,10026
芽,10027
ファンタジー,10028
鎌,10029
生やす,10030
ムード,10031
面食らう,10032
迷い込む,10033
義父,10034
大粒,10035
立ち並ぶ,10036
朱,10037
後々,10038
裕福,10039
生憎,10040
性欲,10041
藤,10042
兜,10043
渇く,10044
貯める,10045
院長,10046
自重,10047
使い道,10048
半月,10049
台無し,10050
大方,10051
人気者,10052
躊躇い,10053
仕上げ,10054
同年代,10055
淵,10056
坊や,10057
顔を赤らめる,10058
ぶらぶら,10059
暗示,10060
と言うより,10061
孤児院,10062
必ずや,10063
本屋,10064
増幅,10065
抜き取る,10066
両脇,10067
車輪,10068
条,10069
口角,10070
激怒,10071
昔話,10072
麗しい,10073
灯,10074
紅潮,10075
ぶら下げる,10076
中へ入る,10077
悪く言う,10078
逃げ回る,10079
嬢ちゃん,10080
峰,10081
嵌める,10082
紛れ込む,10083
待ち伏せ,10084
倉,10085
ど真ん中,10086
私ども,10087
さげる,10088
ためらい,10089
カッコイイ,10090
居合わせる,10091
フン,10092
むかう,10093
まばら,10094
バラ,10095
いち,10096
おねえちゃん,10097
目にあう,10098
ぐずぐず,10099
ピタリ,10100
どの,10101
理,10102
未,10103
犯,10104
トランプ,10105
続行,10106
釘を刺す,10107
指令,10108
誰一人,10109
ぺこり,10110
迷路,10111
発音,10112
具合が悪い,10113
だらだら,10114
協会,10115
学期,10116
プロジェクト,10117
演劇,10118
バトル,10119
味見,10120
甘く見る,10121
聡明,10122
経路,10123
一閃,10124
速,10125
範疇,10126
浮上,10127
海賊,10128
手を抜く,10129
か弱い,10130
高揚,10131
停まる,10132
収束,10133
房,10134
青色,10135
すべく,10136
強い力,10137
正月,10138
最上階,10139
神秘,10140
主任,10141
隠蔽,10142
程がある,10143
この上ない,10144
託す,10145
喉元,10146
翻訳,10147
工作,10148
戦車,10149
ランチ,10150
睨み付ける,10151
バック,10152
まじまじと見る,10153
寝坊,10154
人工,10155
アナウンス,10156
満月,10157
付,10158
持ち上がる,10159
ターン,10160
溢れ出る,10161
お化け,10162
上気,10163
はや,10164
入浴,10165
証人,10166
七時,10167
や否や,10168
寝込む,10169
八つ当たり,10170
宴会,10171
噂話,10172
体を動かす,10173
谷間,10174
樹木,10175
超越,10176
家庭教師,10177
滅茶苦茶,10178
行ってらっしゃい,10179
編,10180
甲板,10181
ほうがよい,10182
踏みしめる,10183
どこからともなく,10184
おしゃれ,10185
ことこそ,10186
勿体ない,10187
ありふれる,10188
あっという間,10189
おびえる,10190
どれどれ,10191
ご覧になる,10192
ありったけ,10193
さておく,10194
咳き込む,10195
あて,10196
買い出し,10197
しっかし,10198
ぶん殴る,10199
ボケ,10200
民,10201
ごちゃごちゃ,10202
出撃,10203
捕縛,10204
下級,10205
樽,10206
この期に及んで,10207
疎い,10208
武力,10209
バンド,10210
薄々,10211
報復,10212
飴,10213
気質,10214
杉,10215
遠慮がち,10216
治まる,10217
内面,10218
真似る,10219
褒美,10220
土産,10221
鼠,10222
外れ,10223
キャンプ,10224
救助,10225
教官,10226
歪み,10227
好意的,10228
蹴り飛ばす,10229
カラス,10230
善良,10231
七月,10232
禁忌,10233
宣告,10234
優等生,10235
酔い,10236
つまらん,10237
シフト,10238
葉っぱ,10239
部類,10240
動,10241
稼ぎ,10242
徒,10243
颯爽,10244
貝,10245
見分ける,10246
忍者,10247
蒼,10248
キャッチ,10249
ミリ,10250
街並み,10251
荒げる,10252
挙句,10253
質量,10254
穴が開く,10255
鼓膜,10256
味付け,10257
くねる,10258
ざわざわ,10259
いい加減にする,10260
爆,10261
見ての通り,10262
丁重,10263
貼り付ける,10264
ついて行く,10265
対価,10266
清々しい,10267
ぐりぐり,10268
先走る,10269
勉強になる,10270
痛めつける,10271
ペア,10272
夕焼け,10273
欄,10274
寝息,10275
刺客,10276
兵力,10277
面と向かう,10278
恩返し,10279
いやはや,10280
手間取る,10281
サークル,10282
かえす,10283
パリ,10284
ス,10285
むずかしい,10286
拙,10287
出ていく,10288
おばあさん,10289
くだ,10290
カワイイ,10291
バカみたい,10292
落す,10293
ちっと,10294
手をつなぐ,10295
突き落とす,10296
ヘヘ,10297
おさえる,10298
めずらしい,10299
にぎやか,10300
形,10301
愛し合う,10302
血走る,10303
エリート,10304
雑用,10305
捕虜,10306
見間違う,10307
空港,10308
惨状,10309
夜会,10310
肝,10311
申し訳,10312
特技,10313
逞しい,10314
野望,10315
量産,10316
おじ,10317
形容,10318
ぼそり,10319
務まる,10320
居座る,10321
占拠,10322
若い頃,10323
旋回,10324
嬉々,10325
登場人物,10326
簡易,10327
コール,10328
不快感,10329
論文,10330
大声を出す,10331
憤慨,10332
いつまで経っても,10333
邪魔者,10334
出勤,10335
花弁,10336
瀬,10337
感性,10338
絡み合う,10339
切れ,10340
と言うのは,10341
牢獄,10342
雷鳴,10343
退学,10344
大人っぽい,10345
鉛筆,10346
散乱,10347
バケツ,10348
マリア,10349
幼稚園,10350
伯,10351
不完全,10352
入室,10353
味噌汁,10354
街灯,10355
打ち上げる,10356
陰で,10357
拡張,10358
殺る,10359
応接室,10360
早起き,10361
伝達,10362
流れ落ちる,10363
天地,10364
常識的,10365
中継,10366
仕打ち,10367
お水,10368
会談,10369
行き届く,10370
軍事,10371
最早,10372
貴殿,10373
和らげる,10374
仲良い,10375
すき,10376
身震い,10377
攻防,10378
栄光,10379
損害,10380
脱走,10381
一対一,10382
素っ気ない,10383
なんせ,10384
オヤジ,10385
引きずり出す,10386
よりにもよって,10387
いっそのこと,10388
キノコ,10389
やま,10390
血まみれ,10391
くちる,10392
うめく,10393
大したことない,10394
ときたら,10395
できあがる,10396
光り輝く,10397
ご馳走,10398
ただ今,10399
さぞかし,10400
星,10401
都,10402
宮,10403
香,10404
激昂,10405
入場,10406
関,10407
坂道,10408
史,10409
役職,10410
停める,10411
蔑む,10412
家系,10413
くすりと,10414
山脈,10415
レンズ,10416
好機,10417
相,10418
ノイズ,10419
喧騒,10420
殺戮,10421
首を縦に振る,10422
審判,10423
由,10424
真っ二つに,10425
民族,10426
五時,10427
木箱,10428
寝かす,10429
名物,10430
激情,10431
長々,10432
欺く,10433
一国,10434
昼過ぎ,10435
童貞,10436
おかず,10437
ペットボトル,10438
構図,10439
装,10440
持参,10441
稲妻,10442
幸,10443
噴出,10444
ナイス,10445
べったり,10446
最奥,10447
適性,10448
呑気,10449
壇上,10450
好物,10451
一周,10452
処罰,10453
精度,10454
首元,10455
墜落,10456
独り占め,10457
秒で,10458
大成功,10459
散らかる,10460
厳密,10461
悪事,10462
凌ぐ,10463
こる,10464
締め上げる,10465
殺人事件,10466
ブーツ,10467
密室,10468
九月,10469
六月,10470
ボート,10471
蓋を開ける,10472
誰しも,10473
視る,10474
転倒,10475
かも知れません,10476
録音,10477
抜け落ちる,10478
メス,10479
なりかける,10480
おまえたち,10481
追いつめる,10482
引き金,10483
身じろぎ,10484
じゃなさそう,10485
ずうっと,10486
すがりつく,10487
おかあさん,10488
どころじゃない,10489
オッサン,10490
のど,10491
ご自身,10492
恥をかく,10493
えぐる,10494
たしなめる,10495
もってくる,10496
それどころ,10497
ほめる,10498
ご無沙汰,10499
相まって,10500
火,10501
主,10502
意味合い,10503
ロッカー,10504
鉱山,10505
地道,10506
頬張る,10507
事象,10508
技能,10509
外観,10510
もとい,10511
宥める,10512
茶色い,10513
じわり,10514
教養,10515
相場,10516
穿く,10517
横たえる,10518
迂回,10519
首を捻る,10520
噛み締める,10521
かくして,10522
吸い取る,10523
連れ,10524
育成,10525
おでこ,10526
葬儀,10527
宿泊,10528
ハンドル,10529
舞踏会,10530
交じり,10531
涙を浮かべる,10532
陣営,10533
舌先,10534
左足,10535
インパクト,10536
甲冑,10537
義,10538
近々,10539
別れを告げる,10540
黒板,10541
助力,10542
よもや,10543
あどけない,10544
此処,10545
招待状,10546
皺を寄せる,10547
暴露,10548
じきに,10549
浴室,10550
台風,10551
攻め,10552
発進,10553
三千,10554
電話を切る,10555
手分け,10556
霞,10557
汗ばむ,10558
アスファルト,10559
段取り,10560
一人にする,10561
肩越し,10562
災厄,10563
遠回り,10564
歯車,10565
人間らしい,10566
暗号,10567
ハイ,10568
率先,10569
講師,10570
狭間,10571
啜る,10572
ブルー,10573
境界,10574
評する,10575
目撃者,10576
サイレン,10577
惑星,10578
潜伏,10579
聞き入れる,10580
逃げ,10581
ほどがある,10582
たのむ,10583
きらめく,10584
どういうわけか,10585
さがす,10586
ご苦労さま,10587
仲よく,10588
心配をかける,10589
つうか,10590
行なう,10591
あんなふうに,10592
お守り,10593
おどける,10594
ゆるす,10595
むかつく,10596
こびりつく,10597
タバコ,10598
しょうがねえ,10599
そういうもん,10600
だい,10601
擦る,10602
瞬く,10603
導き出す,10604
獰猛,10605
癒える,10606
見つめ返す,10607
恋心,10608
単刀直入,10609
熟練,10610
嘲笑う,10611
内装,10612
失敬,10613
咀嚼,10614
打ち解ける,10615
余計なお世話,10616
二人分,10617
真紅,10618
保留,10619
電子,10620
籠もる,10621
ちらつく,10622
正規,10623
にっこり笑う,10624
丸出し,10625
長女,10626
亀頭,10627
涙ぐむ,10628
杭,10629
意気,10630
画家,10631
台本,10632
運び,10633
火薬,10634
双眸,10635
二番目,10636
血の気が引く,10637
粘る,10638
着込む,10639
清水,10640
サラリーマン,10641
膜,10642
間を置く,10643
連鎖,10644
用途,10645
ブラック,10646
招き入れる,10647
難儀,10648
目を落とす,10649
罪を犯す,10650
客間,10651
慈愛,10652
寝息を立てる,10653
聞き慣れる,10654
勝ち取る,10655
搔く,10656
爪先,10657
ケツ,10658
前々から,10659
技量,10660
前触れ,10661
取り巻き,10662
わた,10663
照れ隠し,10664
時分,10665
関係性,10666
大広間,10667
パイプ,10668
何としても,10669
灯す,10670
突如として,10671
気を引き締める,10672
司る,10673
広告,10674
上陸,10675
呻き声,10676
続々,10677
素顔,10678
三番,10679
鉛,10680
仕舞う,10681
異議,10682
信じがたい,10683
引っかける,10684
はたして,10685
見いだす,10686
しようがない,10687
名残,10688
ごちそうさまでした,10689
じゃあるまいし,10690
どうしますか,10691
おぼえる,10692
ゆき,10693
ぬくもり,10694
溜息を吐く,10695
身をよじる,10696
となり,10697
とっておき,10698
しかたがない,10699
君ら,10700
トレーニング,10701
卑劣,10702
塞がる,10703
息を飲む,10704
逃げ道,10705
哀しい,10706
催促,10707
円形,10708
救済,10709
着飾る,10710
万歳,10711
さらっと,10712
殿方,10713
矛先,10714
歩き続ける,10715
そうしないと,10716
やんわり,10717
警報,10718
区切る,10719
神父,10720
中指,10721
礼儀正しい,10722
疾走,10723
無効化,10724
商店,10725
フィールド,10726
灼熱,10727
踵,10728
日光,10729
お勧め,10730
老いる,10731
筋合い,10732
そうかもしれません,10733
スクリーン,10734
愛用,10735
体液,10736
生る,10737
怪,10738
